mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0012000560760498046,0.0004000188199082972,0.0010000228881835937,4.156969970265077e-07,{},0.6775510204081632,0.5265306122448979,0.7142857142857143,0.48791208791208796,0.7142857142857143,0.6241130298273155,0.09715026472636211,1
